OFFENCE_CODE,STATUTE_CODE,DESCRIPTION,SEVERITY_RANKING,ACTIVE_FLAG,EXPIRY_DATE,HO_CODE
RT88418,RT88,Holder failing to produce a licence.,125,N,2014-07-05 00:00:00,807/03
RT88419,RT88,Person employed by other give instruction contravening ss(1),125,N,2014-07-05 00:00:00,825/90
RT88420,RT88,"Taking or using a title prescribed under this section, by a person whose name is not in the register.",125,N,2014-07-05 00:00:00,825/90
RT88421,RT88,Wearing or displaying a badge or certificate by a person whose name is not in the register.,125,N,2014-07-05 00:00:00,825/90
RT88422,RT88,"Taking or using any name, title, addition or description implying that his name is in the register, when it is not.",125,N,2014-07-05 00:00:00,825/90
RT88423,RT88,Issue advert/invite in the provision of instruction calculated to mislead with names in the register employed by him,125,N,2014-07-05 00:00:00,825/90
RT88424,RT88,In the provision of instruction use a title/description relating to a person employed whose name is not in the register,125,N,2014-07-05 00:00:00,825/90
RT88425,RT88,Fail surrender cert/lic' to Registrar when name removed from the register in pursuance of this Part of Act,125,N,2014-07-05 00:00:00,825/99
RT88426,RT88,Failing to surrender the certificate or licence to the Registrar when a licence expires or is revoked.,125,N,2014-07-05 00:00:00,825/99
RT88427,RT88,Fail produce doc' as req' under ss(1) request by PC/auth person/ss2 where the n/a is removed from Reg/expire/revoke,125,N,2014-07-05 00:00:00,825/99
RT88428,RT88,Body corp' guilty re consent/connivance/neglect on the part of a director/manager/secretary,125,N,2014-07-05 00:00:00,825/99
RT88429,RT88,Failing to surrender the certificate to the person by whom the policy was issued or the security was given.,125,N,2014-07-05 00:00:00,809/90
RC86026,RC86,Using vehicle with mixed tyres on front and rear axles,125,Y,,815/03
RC86028,RC86,Using goods vehicle with a maximum gross weight of 3500kgs or less with defective tyre (where SOW 9a6 applies),125,Y,,815/03
RC86029,RC86,Using light trailer with defective tyre (where SOW 9a6 applies),125,Y,,815/03
RC86035,RC86,Use a motor vehicle with defective steering gear,125,Y,,815/02
RC86036,RC86,Using vehicle with windscreen or window obscuring vision of driver,125,Y,,815/90
RC86037,RC86,Using bus with mirrors not fitted,125,Y,,815/90
RC86038,RC86,Using goods vehicle (maximum gross weight above 3500 kgs) with mirrors not fitted,125,Y,,815/90
RC86039,RC86,Use goods vehicle without mirrors - maximum gross weight exceeding 12000 kilograms,125,Y,,815/90
RC86040,RC86,Using vehicle (other than bus or goods vehicle above 3500 kgs or agricultural goods vehicle above 12000 kgs) with mirrors not fitted,125,Y,,815/90
RC86041,RC86,Use a motor vehicle - windscreen wipers not fitted,125,Y,,815/90
RC86042,RC86,Use a motor vehicle on a road without windscreen washers fitted,125,Y,,815/90
RC86045,RC86,Use a motor vehicle on a road without a speedometer fitted,125,Y,,815/90
RC86046,RC86,Using vehicle with speedometer obscured,125,Y,,815/90
RC86047,RC86,Using vehicle with speedometer not maintained,125,Y,,815/90
RC86048,RC86,Use a motor vehicle on a road without a warning instrument fitted,125,Y,,815/90
RC86049,RC86,Use a motor vehicle fitted with a bell / gong / siren / two tone horn,125,Y,,815/90
RC86050,RC86,Using vehicle with no petrol cap fitted,125,Y,,815/90
RC86051,RC86,Use motor vehicle on a road without a seat belt fitted,125,Y,,815/90
RC86052,RC86,Use motor vehicle on a road when the structure was not maintained adjacent to a seat belt anchorage point,125,Y,,815/90
RC86053,RC86,Using a vehicle where the adjusting device/retracting mechanism for the seat belt is not maintained so the belt could be readily adjusted to the body of the wearer.,125,Y,,815/90
RC86054,RC86,Using a vehicle where the anchorages/fastenings/adjusting device etc for the seat belt are not maintained affecting adversely the function of restraining the body in the event of an accident.,125,Y,,815/90
RC86055,RC86,Use on a road a motor vehicle with a mascot / emblem / ornamental object in a position likely to cause injury,125,Y,,825/99
RC86056,RC86,Used a vehicle where the seat belt buckle/other fastening was not maintained so that the belt could be readily fastened or unfastened/kept free from temporary or permanent obstruction/readily accessible to a person sitting in the seat.,125,Y,,815/90
RC86059,RC86,Using a vehicle where the material forming the belt of the seat belt is not maintained affecting adversely the performance of the belt under stress.,125,Y,,815/90
RC86060,RC86,Use vehicle where the seat belt is not securely fastened to the anchorage point.,125,Y,,815/90
RC86061,RC86,Use vehicle where the disabled person's seat belt is not securely fastened to the structure/seat .,125,Y,,815/90
RC86065,RC86,Use a motor vehicle on a road which was not fitted with an exhaust system including a silencer,125,Y,,822/00
RC86066,RC86,Use a motor vehicle on a road with a defective exhaust system / silencer,125,Y,,822/00
RC86067,RC86,Use a vehicle on a road with an exhaust system / silencer not maintained in a good and efficient working order,125,Y,,822/00
RC86068,RC86,Use a motor vehicle on a road with silencer / exhaust system altered to increased the noise made,125,Y,,822/00
RC86920,RC86,Using a vehicle not fitted with manufacturer's plate,125,N,2014-07-05 00:00:00,825/90
RC86921,RC86,Cause use of a vehicle not fitted with manufacturer's plate,125,N,2014-07-05 00:00:00,825/90
RC86922,RC86,Permit use of a vehicle not fitted with manufacturer's plate,125,N,2014-07-05 00:00:00,825/90
RC86923,RC86,Using a vehicle and trailer when the overall length exceeded 18.75 metres,125,N,2014-07-05 00:00:00,815/90
RC86924,RC86,Causing the use of vehicle and trailer when the overall length exceeded 18.75 metres,125,N,2014-07-05 00:00:00,815/90
RC86925,RC86,Permitting the use of a vehicle and trailer when the overall length exceeded 18.75 metres,125,N,2014-07-05 00:00:00,815/90
RC86926,RC86,Using a vehicle and trailer when the overall length exceeded 18 metres,125,N,2014-07-05 00:00:00,815/90
RC86927,RC86,Causing the use of vehicle and trailer when the overall length exceeded 18 metres,125,N,2014-07-05 00:00:00,815/90
RC86928,RC86,Permitting the use of a vehicle and trailer when the overall length exceeded 18 metres,125,N,2014-07-05 00:00:00,815/90
RC86929,RC86,Using an articulated bus when the overall length exceeded 18 metres,125,N,2014-07-05 00:00:00,815/90
RC86930,RC86,Causing the use of an articulated bus when the overall length exceeded 18 metres,125,N,2014-07-05 00:00:00,815/90
RC86931,RC86,Permitting the use of an articulated bus when the overall length exceeded 18 metres,125,N,2014-07-05 00:00:00,815/90
RC86932,RC86,Using an articulated vehicle when the overall length exceeded 15.5 metres,125,N,2014-07-05 00:00:00,815/90
RC86933,RC86,Permit use of a small passenger vehicle with tyre with insufficient tread.,125,N,2014-07-05 00:00:00,815/03
RC86934,RC86,Permitting the use of an articulated vehicle when the overall length exceeded 15.5 metres,125,N,2014-07-05 00:00:00,815/90
RC86935,RC86,Using an articulated vehicle when the overall length exceeded 16.5 metres,125,N,2014-07-05 00:00:00,815/90
RC86936,RC86,Causing the use of an articulated vehicle when the overall length exceeded 16.5 metres,125,N,2014-07-05 00:00:00,815/90
RC86937,RC86,Permitting the use of an articulated vehicle when the overall length exceeded 16.5 metres,125,N,2014-07-05 00:00:00,815/90
RC86938,RC86,Using a vehicle when the overall length exceeded 12 metres,125,N,2014-07-05 00:00:00,815/90
RC86939,RC86,Causing the use of vehicle when the overall length exceeded 12 metres,125,N,2014-07-05 00:00:00,815/90
RC86940,RC86,Permitting the use of a vehicle when the overall length exceeded 12 metres,125,N,2014-07-05 00:00:00,815/90
RC86941,RC86,Use a goods vehicle on a road when the ministry test date disc was not displayed / legible on the vehicle trailer,125,Y,,813/00
RC86942,RC86,No ministry plate displayed on trailer (cause),125,N,2014-07-05 00:00:00,813/00
RC86943,RC86,No ministry plate displayed on trailer (permit),125,Y,,813/00
RC86944,RC86,Cause failing to display a test date disc on a goods trailer.,125,N,2014-07-05 00:00:00,813/00
RC86945,RC86,Permit failing to display a test date disc on a goods trailer.,125,N,2014-07-05 00:00:00,813/00
RC86946,RC86,Use vehicle when exceeding maximum permitted compensating axle weight (Reg 66 Manufacturer's Plate),125,N,2014-07-05 00:00:00,823/02
RC86947,RC86,Cause use of vehicle when exceeding maximum permitted compensating axle weight (Reg 66 Manufacturer's Plate),125,N,2014-07-05 00:00:00,823/02
RC86948,RC86,Permit use of vehicle when exceeding maximum permitted compensating axle weight (Reg 66 Manufacturer's Plate),125,N,2014-07-05 00:00:00,823/02
RC86949,RC86,Use vehicle when exceeding maximum permitted gross weight (Reg 66 Manufacturer's Plate),125,N,2014-07-05 00:00:00,823/02
RC86950,RC86,Cause use of vehicle when exceeding maximum permitted gross weight (Reg 66 Manufacturer's Plate),125,N,2014-07-05 00:00:00,823/02
RP83030,RP83,Act in disorderly manner at a public election meeting,93,N,2014-07-05 00:00:00,195/99
RP83035,RP83,"Bribery before, during or after an election",93,N,2014-07-05 00:00:00,099/05
RP83036,RP83,Treat at election,93,N,2014-07-05 00:00:00,099/05
RP83037,RP83,"Use undue influence at election by threatening violence, force, restraint, injury, damage, harm or loss",93,N,2014-07-05 00:00:00,099/05
RP83040,RP83,Make agreement for corrupt withdrawal of election petition,93,N,2014-07-05 00:00:00,099/99
RP83041,RP83,Make agreement not mentioned in affidavit relating to withdrawal of election petition,93,Y,,099/99
RP83042,RP83,Print etc bill/placard/poster re election to promote/procure election of candidate w/o n/address of printer & publisher.,93,Y,,195/99
RP83043,RP83,Distribute/cause distribute printed doc' to promote/procure election of candidate w/o n/a of  printer/pub,93,N,2014-07-05 00:00:00,195/99
RP83051,RP83,Unauthorised local connection declaration under section 7B Representation of the People Act 1983,93,Y,,195/99
RP83052,RP83,Unauthorised local connection declaration under section 15 - elections,93,Y,,195/99
RP83053,RP83,Make declaration of local connection not permitted by the Act knowingly the subject of a legal incapacity to vote.,93,Y,,195/99
RP83054,RP83,Unauthorised declaration of local connection - false statement - elections,93,Y,,195/99
RP83055,RP83,Unauthorised service declaration under section 7B - elections,93,Y,,195/99
RP83056,RP83,Make a service declaration when not authorised to do so by section 15(1) of the Representation of the People Act 1983.,93,Y,,195/99
RP83057,RP83,Make a service declaration not permitted by the Representation of the People Act 1983 when knowingly the subject of a legal incapacity to vote.,93,Y,,195/99
RP83058,RP83,Make a service declaration knowing that it contained a statement which was false.,93,Y,,195/99
RP83059,RP83,Attest a service declaration when knowingly not authorised to do so.,93,Y,,195/99
RP83060,RP83,Attest a service declaration knowing that it contained a false statement as to any particulars required under section 16.,93,Y,,195/99
RP83061,RP83,Cause or permit false statement of candidates name or address to be furnished to returning officer at election,93,Y,,099/99
RP83062,RP83,Cause/permit incorrect signature to be furnished to returning officer for use in election,93,Y,,099/99
RP83063,RP83,Publish prohibited statement of an exit poll - elections,93,Y,,195/99
RP83064,RP83,Publish prohibited forecast of election result - elections,93,Y,,195/99
RR35001,RR35,Fail to provide means of entrance & egress etc as a condition of approval of building plan,93,N,2014-07-05 00:00:00,168/24
RR84001,RR84,Allow motor vehicle wait on road in excess of limited period - local traffic order outside Greater London,93,Y,,820/90
RR84002,RR84,Contravene experimental traffic order within Greater London,93,N,2014-07-05 00:00:00,164/11
RR84003,RR84,Contravene traffic regulation order in Greater London,125,Y,,163/11
RR84004,RR84,Contravene an experimental traffic order outside Greater London - RTRA 1984,125,Y,,164/11
RR84005,RR84,Exceed temporary speed restriction made by Highway Authority on road (horse drawn vehicle),125,N,2014-07-05 00:00:00,135/11
RR84007,RR84,M/vehicle exceed temporary speed restriction made by Highway Authority on road other than motorway under s14,125,Y,,816/02
RR84008,RR84,M/veh contravene temp RT prohibition/restriction by H/way Auth on m/way (other than exceed temp speed restriction),125,Y,,818/02
RR84009,RR84,Use horse drawn vehicle on motorway,125,Y,,135/14
RT88430,RT88,Failing to make a statutory declaration if the certificate has been lost or destroyed.,125,N,2014-07-05 00:00:00,809/90
RT88431,RT88,Failing to stop the cycle on being required to do so by a constable in uniform.,125,N,2014-07-05 00:00:00,137/99
RT88432,RT88,Fail comply with notice to providing S of S with  evidence in that person's possession,125,N,2014-07-05 00:00:00,807/90
RT88433,RT88,Fail comply with notice if name differs from name at the time of his birth,125,N,2014-07-05 00:00:00,807/90
RT88434,RT88,Fail comply with req s.174(2)(b) to give info leading to ID of driver,125,N,2014-07-05 00:00:00,825/90
RT88436,RT88,Making false statement for purpose of preventing grant licence under RTA 88.,125,N,2014-07-05 00:00:00,807/05
RT88437,RT88,Making false statement for purpose procuring imposition of a condition/limit on licence,125,N,2014-07-05 00:00:00,807/05
RT88438,RT88,Making false statement for purpose for purpose securing  entry/retention of name in the Reg app instructors,125,N,2014-07-05 00:00:00,807/05
RT88439,RT88,Making false statement for purpose for purpose obtaining the grant of internatl road haulage permit,125,N,2014-07-05 00:00:00,807/05
RT88440,RT88,Producing false evidence purpose of reg's under section 66(1) - Applying for VEL,125,N,2014-07-05 00:00:00,810/02
RT88441,RT88,Make false statement in declaration req to be made by the reg's,125,N,2014-07-05 00:00:00,810/02
RT88442,RT88,Wilfully make false entry in record req to be made / kept by reg's under s.74 RTA 88.,125,N,2014-07-05 00:00:00,814/09
RT88443,RT88,"Making use of any entry which he knows to be false, with intent to deceive.",125,N,2014-07-05 00:00:00,814/09
RT88444,RT88,Make false statement in supplying info /producing doc's re s.53 to 60 & 63 of RTA 88 or s.49 to 51/61/62 & 66(3).,125,N,2014-07-05 00:00:00,814/08
